real,imag
17.3278,-264.158
138.617,218.413
-199.418,-91.8897
362.027,115.997
-393.697,-83.5176
493.588,205.606
-436.729,-253.677
434.449,420.696
-276.395,-466.759
188.597,582.748
26.8978,-536.474
-135.931,534.98
333.816,-367.67
-389.512,264.519
506.514,-34.825
-465.5,-78.3997
483.189,262.195
-352.816,-280.007
301.074,334.295
-127.261,-210.041
59.6742,133.391
104.967,89.1436
-144.135,-215.902
268.619,433.554
-263.553,-503.322
346.13,623.666
-305.674,-574.094
360.998,574.317
-300.73,-424.119
341.414,358.905
-268.852,-186.967
297.218,143.886
-211.172,-30.2506
225.31,67.9491
-126.133,-40.7972
130.913,154.134
-28.8106,-178.497
38.8735,311.45
49.5193,-322.273
-18.9229,413.487
83.1513,-364.063
-28.8545,388.656
73.8472,-278.246
-7.62264,257.045
48.8264,-121.511
14.6344,96.6214
32.0731,24.7089
28.3828,-24.0827
13.4406,116.385
63.8454,-90.3251
-52.1632,165.614
170.682,-132.584
-205.363,209.271
366.368,-181.745
-429.097,262.503
593.659,-232.379
-628.139,300.403
730.012,-246.716
-670.631,282.749
656.813,-193.707
-474.319,197.656
347.328,-86.5172
-79.0553,83.6117
-91.8966,16.6104
353.725,8.28809
-466.982,51.4967
627.352,19.6163
-610.304,-3.6966
631.552,108.543
-488.353,-110.342
416.154,214.083
-226.333,-196.77
160.215,267.651
-25.6245,-210.568
51.4505,242.829
-26.4029,-155.978
157.077,173.204
-210.872,-89.0451
378.095,126.31
-418.042,-75.9635
522.754,154.831
-462.9,-146.659
449.493,261.15
-276.241,-276.244
176.9,398.018
36.7644,-403.355
-121.186,499.724
265.085,-467.303
-235.797,517.957
241.511,-436.511
-74.0902,439.024
-33.2012,-313.626
267.533,278.694
-382.724,-123.877
563.543,68.6268
-572.435,96.4057
612.275,-150.616
-469.785,302.07
373.828,-329.054
-134.056,439.217
-4.96462,-411.72
227.894,456.892
-295.389,-358.593
407.087,333.685
-345.4,-173.749
334.296,103.509
-178.473,78.7271
117.993,-143.924
35.4437,292.887
-44.9649,-299.629
111.373,371.805
-16.9714,-293.261
-15.4765,283.072
183.259,-136.353
-248.704,81.5041
402.492,80.4984
-409.757,-119.811
472.65,238.642
-374.007,-214.387
336.305,259.286
-161.283,-161.839
85.2099,144.608
84.0856,-3.97813
-112.96,-33.2036
204.189,170.334
-140.4,-184.137
142.917,284.427
-11.4262,-255.803
-20.5615,315.856
148.371,-255.455
-141.514,295.956
205.519,-229.074
-125.002,274.294
122.246,-219.483
3.25327,279.388
-19.2968,-237.417
123.463,305.141
-88.1649,-264.7
122.119,328.428
-13.0403,-280.879
-14.0954,337.687
157.748,-286.616
-184.432,345.478
291.193,-302.493
-250.547,373.926
271.763,-344.646
-143.35,426.405
91.1229,-399.346
82.6297,471.336
-143.817,-420.417
288.996,454.763
-290.212,-355.306
356.156,335.384
-274.518,-182.615
269.968,117.506
-143.315,65.8169
126.907,-142.045
-22.3405,314.706
55.831,-358.943
-17.2977,481.439
118.221,-462.687
-133.809,516.11
263.891,-429.379
-277.461,422.596
374.801,-288.826
-331.873,251.744
360.951,-105.923
-252.498,74.518
232.774,50.1757
-102.818,-48.624
93.8786,132.995
-5.35269,-88.5499
60.5473,132.113
-46.2291,-53.0448
170.931,71.3601
-207.473,21.5695
354.052,-5.0856
-378.794,88.623
481.719,-53.7231
-438.854,113.193
462.549,-52.7205
-343.069,89.4727
306.067,-13.0423
-151.575,43.3618
109.641,28.9294
21.3608,15.082
-18.5308,37.057
94.4555,28.7912
-38.5748,5.51541
74.5356,68.6134
0.766463,-28.7984
38.6594,81.7634
13.4378,-6.35875
61.1132,13.8328
-45.402,109.578
146.552,-143.436
-138.758,292.053
224.491,-327.064
-178.725,448.073
210.152,-426.497
-104.248,466.785
82.374,-349.938
57.8037,293.511
-85.8165,-93.1753
200.015,-19.6778
-172.111,238.799
208.6,-327.476
-93.8891,480.592
49.3662,-469.151
126.308,501.327
-200.884,-364.986
370.348,286.06
-403.658,-68.1721
504.343,-51.5802
-453.774,264.824
470.355,-336.864
-349.915,468.374
322.118,-438.703
-188.736,465.087
179.007,-343.079
-88.1407,303.029
134.131,-148.414
-98.638,111.21
186.619,9.70711
-169.908,7.998
248.864,49.4276
-196.889,27.2317
221.753,-13.0697
-108.575,110.064
78.7298,-91.0873
70.0085,160.984
-107.23,-99.677
231.704,121.585
-216.013,-16.6828
267.937,7.92335
-173.45,109.258
155.557,-110.342
-14.3306,202.192
-17.0487,-165.635
134.354,214.538
-107.25,-136.776
141.019,151.834
-19.9044,-50.7416
-33.7263,53.3112
219.099,51.6002
-300.859,-47.9462
471.152,150.978
-494.775,-147.842
571.29,255.094
-478.931,-258.869
434.438,372.602
-234.06,-377.992
110.402,483.929
129.142,-468.767
-247.232,540.356
438.7,-478.928
-474.755,497.083
563.429,-381.947
-491.408,353.889
481.839,-207.118
-333.739,166.901
277.989,-29.0564
-115.827,16.7059
74.9229,79.92
51.1282,-45.6927
-45.0393,99.2216
124.3,-33.305
-81.3934,71.9755
140.622,-9.86828
-97.3106,68.9273
174.382,-38.2529
-162.051,132.006
275.502,-130.917
-296.074,241.958
430.53,-241.349
-453.676,335.123
568.685,-302.246
-550.252,354.485
604.891,-278.183
-513.549,292.448
490.975,-189.275
-327.154,190.507
245.448,-87.425
-42.9229,97.9997
-52.3989,-7.54786
241.754,27.5748
-298.553,61.8121
428.4,-51.5504
-411.472,160.32
461.732,-174.159
-368.324,304.053
353.724,-327.198
-214.1,446.672
176.578,-434.776
-38.9837,494.283
26.8328,-402.492
66.7923,372.108
-23.682,-193.826
59.6742,94.8869
34.143,121.085
-33.6186,-218.175
141.63,390.335
-131.289,-406.393
206.591,471.81
-145.593,-371.986
160.404,331.289
-39.1522,-153.085
4.35435,75.5585
146.879,90.823
-186.081,-108.9
314.396,177.337
-306.319,-74.7678
370.362,19.6757
-291.691,188.798
291.068,-314.414
-165.384,545.956
144.491,-642.697
-30.0032,797.088
51.0858,-779.4
-3.12858,798.393
104.382,-643.14
-136.339,540.629
302.664,-294.812
-372.073,142.177
539.525,110.161
-570.724,-228.728
664.001,414.457
-594.422,-445.11
574.257,533.952
-394.884,-470.222
284.637,476.343
-48.1275,-347.616
-78.0136,309.375
287.08,-157.206
-346.772,114.965
460.305,24.077
-409.155,-38.5094
411.868,137.305
-264.343,-101.179
196.452,141.522
-10.7779,-42.3
-61.445,19.4145
221.331,137.294
-245.307,-205.059
344.441,387.036
-305.493,-454.524
348.467,607.127
-266.337,-616.108
281.919,685.191
-187.65,-593.849
203.156,557.26
-116.155,-368.043
141.317,254.223
-62.3336,-18.867
91.5747,-103.733
-12.4531,309.541
38.8476,-368.8
43.195,486.748
-16.9337,-446.022
94.1298,465.217
-57.1993,-339.001
118.701,294.702
-63.3356,-131.154
106.876,74.9462
-37.3511,80.0717
73.1078,-115.064
-3.29137,244.728
45.5509,-257.537
13.3932,372.606
40.4805,-379.024
10.0891,492.747
45.5609,-496.884
11.6907,600.25
29.0151,-579.649
49.101,640.309
-31.1127,-559.477
128.866,547.294
-122.754,-389.816
221.325,308.377
-203.933,-100.464
280.755,-3.26908
-235.256,200.182
283.422,-259.944
-215.003,385.979
251.311,-358.881
-185.133,395.982
237.613,-292.245
-197.883,277.151
280.414,-153.29
-265.827,151.793
359.921,-70.6096
-336.345,130.84
397.307,-116.967
-317.362,235.803
304.429,-259.48
-142.956,386.769
53.4402,-387.576
166.517,464.621
-285.046,-397.094
497.124,400.458
-568.948,-267.595
699.661,225.964
-665.253,-76.4902
678.792,49.2896
-532.061,57.7984
453.145,-22.7223
-245.554,58.9904
143.868,43.0707
48.154,-58.8892
-101.81,190.358
224.135,-209.627
-200.071,320.078
250.611,-299.43
-172.459,359.286
194.146,-286.407
-114.521,300.424
158.769,-193.694
-117.849,188.26
206.302,-75.7427
-203.946,75.0529
315.956,26.4902
-316.385,-14.0686
409.278,103.089
-372.256,-79.4353
416.727,157.199
-329.809,-119.593
332.49,177.81
-219.542,-113.235
216.117,137.412
-116.879,-34.8414
142.731,22.8082
-80.9658,106.734
143.659,-128.869
-109.77,245.682
185.365,-229.712
-147.015,285.134
202.515,-191.576
-133.88,164.607
156.825,2.13119
-61.9584,-78.8579
72.2906,260.259
17.3095,-309.919
16.2866,422.678
36.3043,-369.655
40.1438,359.848
-26.2378,-183.114
127.152,68.7415
-115.57,175.048
192.695,-305.826
-132.288,509.967
141.795,-548.61
-5.4607,620.349
-56.3445,-505.356
246.358,425.012
-333.553,-182.266
514.452,17.4776
-557.551,254.379
664.872,-389.825
-615.526,580.099
625.447,-596.09
-488.499,649.018
433.6,-531.925
-263.543,476.628
210.584,-291.868
-74.7632,217.849
80.1116,-63.3203
-14.5865,60.5093
88.569,-3.92031
-77.3262,107.968
181.798,-148.927
-172.683,325.594
251.897,-403.629
-196.273,577.601
217.68,-615.526
-104.709,719.979
-111.303,-69.4979
176.749,151.107
-153.304,-298.413
247.298,286.995
-234.967,-332.461
322.744,230.913
-289.919,-214.737
348.049,89.7704
-282.43,-89.3505
310.258,11.6258
-221.03,-75.5774
234.022,61.6755
-138.519,-171.891
151.621,174.14
-59.206,-265.07
74.7136,215.7
18.916,-233.568
-9.6841,106.041
114.185,-58.9452
-118.095,-104.096
234.306,146.617
-244.229,-262.416
356.901,221.3
-351.202,-231.153
435.64,81.0156
-390.862,0.603778
429.27,-206.737
-336.957,297.239
332.435,-462.174
-207.536,467.786
185.176,-518.747
-59.5322,401.388
53.4379,-342.161
41.3778,146.782
-6.43854,-55.0909
55.5399,-122.227
23.9859,149.564
-13.1028,-228.714
120.479,142.312
-124.709,-112.666
233.792,-58.6101
-227.143,135.165
314.658,-308.617
-278.236,344.02
330.413,-441.913
-255.583,381.757
268.526,-381.064
-155.696,235.601
133.92,-175.613
8.12897,3.99968
-51.1579,48.3044
203.88,-183.711
-244.553,181.053
380.109,-254.71
-388.269,195.196
477.202,-226.095
-427.967,143.156
454.136,-170.669
-343.794,100.967
318.307,-152.007
-173.147,108.55
135.365,-181.485
-3.22251,150.456
2.83029,-224.054
72.4885,182.597
-5.14856,-237.79
12.8403,174.482
110.171,-209.099
-135.464,130.252
261.101,-156.374
-255.604,76.0445
319.479,-105.885
-229.188,31.5769
197.71,-66.6831
-16.7162,-5.40572
-85.2373,-28.0302
303.104,-48.7339
-399.484,20.55
566.683,-99.7638
-571.557,67.747
617.155,-134.164
-486.052,79.2389
399.627,-113.421
-158.541,19.6326
-0.83827,-12.4988
268.338,-120.138
-405.061,158.852
605.64,-311.935
-642.473,357.61
726.076,-503.581
-646.679,529.149
631.659,-644.369
-484.445,631.602
439.931,-704.111
-302.368,647.166
300.925,-676.407
-228.839,578.957
301.086,-571.961
-296.1,443.95
416.028,-413.574
-430.569,270.981
538.541,-236.354
-512.021,100.889
557.187,-84.8261
-456.898,-22.0097
429.437,2.40717
-268.873,-71.0949
201.897,16.3859
-26.8973,-58.5819
-29.6473,-9.52043
173.653,-34.6554
-185.861,-16.8513
280.666,-54.4636
-246.771,33.6639
304.488,-130.496
-245.405,121.166
289.416,-208.406
-224.863,165.077
266.66,-195.517
-197.884,79.5383
229.364,-33.112
-142.453,-149.368
149.218,236.949
-35.1031,-422.782
18.3203,468.743
108.841,-568.116
-122.234,491.023
226.076,-446.449
-196.282,225.551
241.125,-60.3928
-144.204,-236.652
123.957,418.01
25.1073,-664.546
-74.8989,732.318
224.411,-816.103
-243.624,694.207
334.802,-588.536
-276.095,305.005
281.62,-89.0394
-143.114,-237.921
87.6883,425.472
82.8211,-658.445
-135.955,702.71
270.325,-766.406
-259.755,641.609
313.967,-561.038
-220.843,335.632
204.666,-208.37
-65.8095,-9.3707
36.7518,83.3547
79.7407,-217.816
-55.0896,197.544
96.096,-245.312
12.2086,160.409
-47.7279,-173.554
211.122,84.4065
-269.491,-117.092
418.12,59.7618
-425.153,-123.113
493.219,83.2246
-402.906,-142.917
372.307,76.3823
-197.899,-90.939
111.44,-29.412
81.4274,64.5203
-145.772,-217.508
279.25,258.32
-256.101,-385.535
287.459,371.149
-163.104,-422.188
109.238,323.901
72.1463,-298.709
-147.348,146.232
312.608,-99.2392
-338.242,-38.5207
429.398,37.2912
-368.539,-102.927
374.105,19.9444
-240.811,-10.2542
196.425,-127.045
-40.7739,159.884
1.99832,-285.445
124.138,275.063
-116.968,-335.645
190.076,252.447
-132.283,-247.523
165.156,119.276
-82.7309,-98.1306
108.335,-15.6785
-34.2711,-3.18782
79.2398,-55.9377
-29.0826,-17.8905
95.5302,-0.795388
-58.2856,-86.9358
124.878,49.0253
-73.4436,-84.7691
112.775,-30.4611
-24.7809,84.215
23.7926,-284.764
101.982,403.285
-132.238,-634.871
274.085,743.302
-304.528,-923.499
430.291,946.333
-430.23,-1019.7
514.733,930.84
-467.449,-904.331
503.913,741.331
-412.518,-675.122
412.546,508.997
-294.78,-471.761
279.448,356.853
-156.997,-380.07
146.368,321.409
-36.1975,-385.434
43.5096,345.171
44.7667,-403.54
-12.9344,337.158
75.0038,-356.617
-15.9643,248.353
50.4808,-232.68
35.6008,103.579
-26.382,-85.2631
134.347,-28.6099
-141.58,17.9807
258.432,-95.9498
-265.078,50.0891
370.568,-100.169
-354.735,37.9656
427.494,-84.1374
-370.833,28.0157
397.997,-85.2716
-295.173,39.0853
280.209,-99.4493
-143.743,45.8288
107.356,-87.4552
35.8,6.24448
-63.191,-16.5542
182.416,-93.1008
-173.322,101.874
247.233,-216.46
-188.604,214.128
213.695,-303.131
-111.647,265.457
102.626,-316.192
21.497,244.674
-39.2432,-272.08
158.888,191.046
-160.423,-222.319
254.642,154.303
-224.731,-200.547
284.942,140.901
-221.796,-181.055
252.444,95.7458
-165.649,-89.8913
180.044,-57.4571
-85.1114,132.296
99.5137,-343.09
-12.1979,462.175
40.8606,-685.814
26.8328,778.152
25.3021,-933.219
16.7647,919.796
61.2968,-943.091
-43.4634,788.034
141.977,-678.415
-138.723,417.122
243.997,-242.248
-238.092,-35.0921
330.309,176.035
-300.789,-376.234
359.723,409.895
-289.286,-489.748
302.809,408.144
-186.509,-393.982
158.293,251.227
-8.98586,-214.156
-39.4481,85.3524
193.265,-91.6477
-229.208,23.8299
354.185,-94.954
-347.605,82.6132
420.852,-189.519
-359.142,187.36
380.296,-278.047
-275.767,237.267
268.565,-274.589
-153.555,175.326
154.872,-158.781
-66.0351,18.4225
107.52,21.0795
-67.3781,-164.219
159.581,187.504
-165.559,-299.143
293.484,280.874
-320.605,-346.546
453.067,283
-468.436,-308.028
575.34,211.023
-555.474,-211.074
622.477,97.9896
-563.074,-90.8302
595.121,-20.7174
-508.11,17.6636
520.875,-110.452
-422.103,80.5916
428.395,-139.784
-325.394,71.8763
326.617,-92.089
-215.343,-11.2497
204.054,18.0276
-76.6587,-135.424
47.9193,140.14
94.6888,-238.282
-132.202,208.084
273.131,-259.822
-295.529,178.052
406.656,-180.558
-385.471,59.3172
442.355,-38.103
-361.28,-87.6883
358.863,94.1261
-225.647,-189.006
184.178,154.367
-29.4046,-205.629
-13.8904,132.64
150.999,-157.298
-159.767,73.339
250.06,-103.217
-205.518,37.8405
242.158,-94.0926
-149.271,55.7733
147.325,-132.65
-28.4079,102.923
13.9966,-173.48
104.433,122.983
-107.242,-162.022
205.491,75.4174
-182.244,-81.0526
250.999,-29.3982
-196.751,33.1124
234.389,-136.458
-149.909,118.057
159.077,-188.803
-48.9292,133.926
36.6336,-171.542
88.9862,93.1052
-108.761,-120.55
232.011,45.8571
-238.334,-88.0416
336.922,33.3435
-308.717,-93.5062
365.846,47.6586
-293.602,-102.326
309.374,34.7064
-203.856,-53.4246
199.079,-58.2951
-88.7309,82.8377
95.511,-226.68
-11.1335,262.641
53.8232,-390.392
-8.93204,380.302
87.4476,-434.783
-67.8597,332.028
155.935,-286.28
-127.634,89.7229
189.498,29.5448
-121.611,-267.939
137.411,390.332
-25.5219,-591.652
8.07847,641.042
119.047,-742.698
-129.345,678.445
226.405,-666.496
-187.339,501.826
223.094,-413.004
-120.745,201.256
102.171,-96.7823
35.542,-101.861
-63.2317,170.428
180.64,-318.141
-160.255,328.777
208.184,-418.454
-107.058,375.798
75.2899,-419.404
92.0357,338.256
-165.977,-349.903
344.612,241.81
-396.993,-230.425
524.339,103.157
-503.423,-77.6388
546.414,-56.5733
-442.377,79.4014
415.026,-199.413
-262.313,196.071
212.788,-279.475
-64.5503,232.751
41.8265,-271.41
65.0497,184.883
-41.4372,-194.717
106.511,94.8674
-53.243,-108.864
105.135,29.5217
-55.49,-76.1151
124.25,34.7405
-98.1409,-116.676
188.977,100.241
-175.575,-190.678
263.77,163.251
-229.643,-223.828
280.2,151.978
-196.471,-160.844
193.285,38.94
-60.8846,-8.38513
22.8959,-134.963
123.815,164.648
-152.534,-284.281
267.546,270.772
-247.427,-334.356
304.989,260.578
-229.027,-268.733
242.381,152.218
-141.797,-135.625
154.468,14.2779
-77.0256,-11.1918
132.032,-82.846
-107.763,51.2269
216.185,-110.035
-234.648,48.5893
365.841,-86.8353
-381.181,15.2687
481.864,-52.3315
-442.55,-15.0497
471.88,-26.9936
-354.885,-38.9169
311.726,1.75674
-138.166,-79.4483
62.55,58.9193
115.004,-153.789
-166.199,145.339
295.161,-241.495
-281.133,219.225
337.655,-284.759
-253.606,216.76
250.81,-226.671
-123.871,101.285
97.1264,-61.8377
35.535,-95.1088
-53.133,140.4
166.768,-273.041
-160.868,264.036
251.214,-317.511
-225.329,214.077
300.096,-170.67
-262.251,-17.9685
326.54,121.624
-277.048,-335.253
326.273,423.019
-257.232,-579.928
282.99,575.988
-188.786,-617.067
191.145,487.499
-79.2469,-408.864
73.1107,180.336
35.923,-35.3676
-27.6371,-219.563
112.676,349.14
-74.7351,-550.498
129.599,596.638
-66.3302,-696.29
105.202,635.504
-37.92,-635.598
84.9446,493.04
-35.5886,-436.162
105.763,264.421
-78.9707,-205.169
165.247,53.5847
-143.409,-30.5349
221.049,-76.1698
-177.41,52.6224
223.423,-116.534
-144.022,57.4523
157.109,-94.3309
-54.4827,16.0577
59.3845,-39.6779
33.7405,-48.2493
-2.35968,32.6187
56.0961,-127.814
20.8293,118.392
-10.5971,-217.218
120.927,206.598
-127.683,-297.096
235.321,269.434
-220.24,-333.964
291.233,272.953
-232.079,-300.06
260.615,202.207
-169.555,-198.291
183.764,80.0735
-99.6035,-69.8887
141.354,-39.286
-100.532,26.5592
193.124,-102.994
-200.438,53.752
328.298,-96.9312
-349.914,24.4068
466.757,-59.3347
-452.429,-4.10351
513.641,-56.1723
-433.228,29.8803
429.474,-131.908
-296.956,143.288
263.586,-270.332
-129.526,287.281
123.01,-396.876
-39.0243,373.888
95.9618,-425.827
-76.0651,335.808
184.466,-321.858
-192.199,177.907
297.506,-131.07
-270.371,-19.1437
314.275,44.7221
-209.995,-150.262
175.537,116.226
-7.32249,-158.547
-62.8045,69.775
229.105,-76.3509
-256.915,-22.3445
345.036,-1.8463
-270.235,-55.5726
247.893,-24.7061
-73.7589,25.9917
-18.7005,-154.407
219.802,181.728
-288.942,-306.604
417.637,299.092
-374.962,-362.487
369.264,277.23
-191,-260.941
71.02,109.674
180.32,-54.9426
-318.243,-97.8271
526.87,114.298
-565.398,-193.603
630.972,112.79
-502.931,-87.3162
402.577,-87.3991
-133.672,178.838
-61.6082,-379.028
365.412,449.826
-530.404,-585.722
743.244,558.779
-769.987,-579.643
817.407,439.554
-675.253,-367.842
573.933,170.528
-323.242,-85.1357
167.163,-82.1306
79.2143,101.458
-175.377,-180.64
317.622,107.354
-282.739,-106.954
287.435,-18.6235
-128.884,35.73
41.1842,-141.536
166.468,108.831
-254.774,-147.019
416.526,44.2486
-420.899,-25.1448
474.048,-110.223
-361.205,131.032
304.839,-237.925
-104.462,207.414
-7.05189,-252.404
224.819,163.862
-315.98,-168.139
480.641,65.6467
-494.835,-86.0584
569.931,26.1614
-493.878,-105.737
488.947,107.476
-351.571,-235.863
309.137,260.441
-159.401,-377.663
127.415,356.107
-5.5559,-398.849
11.4516,287.598
70.759,-242.593
-31.229,63.3406
91.9783,15.1233
-46.8039,-184.627
118.342,209.584
-97.9159,-289.781
202.988,204.803
-217.816,-174.052
352.014,-2.53199
-382.481,88.369
513.212,-272.879
-518.275,317.508
602.295,-418.84
-543.597,353.319
554.3,-337.549
-422.523,169.229
371.107,-83.4295
-198.193,-109.942
134.301,172.111
18.489,-298.566
-30.3621,263.867
104.829,-282.114
-22.0314,148.127
-1.44928,-94.0289
171.104,-72.9424
-256.824,116.06
453.543,-231.943
-525.338,195.184
667.184,-218.773
-649.295,95.4108
678.166,-54.3979
-539.329,-100.101
456.158,134.164
-230.075,-246.417
96.906,212.239
134.862,-243.929
-228.85,132.012
382.633,-102.372
-371.54,-45.0069
408.638,80.4971
-286.058,-206.424
232.307,200.612
-51.1763,-276.066
-22.7127,222.051
185.813,-261.31
-209.843,189.185
302.404,-229.79
-249.102,175.172
271.669,-242.529
-167.629,215.171
166.417,-301.834
-67.847,279.575
98.0391,-354.443
-48.7134,304.848
134.796,-341.794
-135.911,251.021
256.306,-251.523
-268.339,135.911
373.724,-127.482
-347.416,19.792
398.276,-33.724
-311.532,-42.1729
307.425,-6.69987
-181.479,-37.1577
161.181,-36.392
-44.871,7.83406
57.9094,-87.9115
8.01149,59.8065
62.5765,-137.981
-50.1163,109.04
159.601,-189.373
-163.747,165.273
264.022,-250.503
-234.467,227.078
282.47,-304.08
-191.485,259.98
180.052,-302.885
-42.4722,213.78
5.86231,-206.879
130.697,72.0377
-139.91,-33.4392
227.066,-110.2
-172.917,129.199
192.962,-224.494
-78.4639,172.061
53.8891,-184.121
83.5717,51.9006
-107.436,-4.13533
222.524,-153.43
-207.756,182.718
275.522,-276.237
-212.922,202.846
239.569,-170.113
-147.56,-32.1428
158.54,173.047
-63.6005,-441.369
80.9019,590.873
3.37212,-804.237
23.9142,840.025
54.9375,-896.248
-28.5869,754.958
114.021,-641.833
-96.8696,365.882
189.534,-174.151
-172.662,-112.503
254.594,246.93
-214.006,-419.957
260.126,405.758
-175.559,-422.152
176.013,270.934
-52.0612,-193.026
27.4059,4.55462
100.946,50.542
-105.804,-164.794
190.521,112.681
-132.352,-111.128
142.658,-39.917
-9.07123,102.053
-45.963,-262.063
224.876,279.032
-298.127,-348.375
465.124,247.133
-497.919,-194.34
601.879,-8.42486
-558.387,121.55
583.955,-330.884
-471.075,394.649
445.528,-507.255
-305.797,444.403
279.535,-423.353
-162.876,243.487
177.53,-141.961
-111.303,-69.4979
176.749,151.107
-153.304,-298.413
247.298,286.995
-234.967,-332.461
322.744,230.913
-289.919,-214.737
348.049,89.7704
-282.43,-89.3505
310.258,11.6258
-221.03,-75.5774
234.022,61.6755
-138.519,-171.891
151.621,174.14
-59.206,-265.07
74.7136,215.7
18.916,-233.568
-9.6841,106.041
114.185,-58.9452
-118.095,-104.096
234.306,146.617
-244.229,-262.416
356.901,221.3
-351.202,-231.153
435.64,81.0156
-390.862,0.603778
429.27,-206.737
-336.957,297.239
332.435,-462.174
-207.536,467.786
185.176,-518.747
-59.5322,401.388
53.4379,-342.161
41.3778,146.782
-6.43854,-55.0909
55.5399,-122.227
23.9859,149.564
-13.1028,-228.714
120.479,142.312
-124.709,-112.666
233.792,-58.6101
-227.143,135.165
314.658,-308.617
-278.236,344.02
330.413,-441.913
-255.583,381.757
268.526,-381.064
-155.696,235.601
133.92,-175.613
8.12897,3.99968
-51.1579,48.3044
203.88,-183.711
-244.553,181.053
380.109,-254.71
-388.269,195.196
477.202,-226.095
-427.967,143.156
454.136,-170.669
-343.794,100.967
318.307,-152.007
-173.147,108.55
135.365,-181.485
-3.22251,150.456
2.83029,-224.054
72.4885,182.597
-5.14856,-237.79
12.8403,174.482
110.171,-209.099
-135.464,130.252
261.101,-156.374
-255.604,76.0445
319.479,-105.885
-229.188,31.5769
197.71,-66.6831
-16.7162,-5.40572
-85.2373,-28.0302
303.104,-48.7339
-399.484,20.55
566.683,-99.7638
-571.557,67.747
89.9668,-426.231
-31.5676,366.71
109.669,-384.791
-106,266.68
225.973,-232.178
-242.175,75.5843
355.788,-23.1847
-340.74,-127.107
404.605,149.093
-331.209,-248.883
339.314,207.801
-222.816,-241.915
207.343,143.397
-89.1403,-138.261
91.3747,25.9949
-3.79405,-35.9126
40.6894,-34.0083
17.2982,-39.1976
36.9521,43.0893
19.4518,-187.626
21.5695,246.759
57.6087,-418.436
-40.5156,468.254
135.195,-591.052
-116.668,555.405
187.646,-565.151
-122.462,402.87
128.286,-289.568
11.5267,25.7398
-77.801,151.602
274.464,-430.341
-371.399,568.162
565.567,-755.035
-625.327,758.124
751.974,-783.195
-723.335,617.471
753.593,-488.309
-634.511,203.022
592.715,-4.66728
-428.704,-290.432
372.677,438.277
-223.133,-629.886
203.377,635.9
-101.738,-667.22
130.268,516.778
-67.263,-416.972
117.917,178.363
-58.0587,-44.6006
95.0438,-170.439
-10.7528,228.098
20.9549,-326.943
83.6744,246.258
-80.1761,-205.308
173.87,3.72556
-141.825,122.21
193.384,-361.605
-112.745,474.164
117.956,-652.568
-1.67456,666.867
-11.5562,-725.041
125.811,614.865
-117.066,-561.68
193.467,367.629
-137.674,-267.383
165.72,66.2285
-67.7953,4.3395
65.7342,-147.634
47.1024,144.467
-48.6174,-211.937
147.739,143.772
-126.36,-167.036
197.99,80.9871
-148.618,-113.119
194.581,58.2413
-123.105,-135.55
150.352,129.326
-62.5602,-247.926
74.9051,266.351
26.5951,-386.758
-25.7306,381.96
134.164,-456.158
-132.548,387.958
229.459,-390.037
-203.573,250.716
263.568,-192.071
-190.88,10.1031
199.591,68.2014
-78.5054,-245.246
49.7621,295.769
90.7208,-426.73
-116.264,419.398
230.234,-488.183
-209.604,421.649
265.399,-440.424
-184.995,337.553
190.582,-336.053
-79.1667,229.245
78.8878,-238.546
12.5027,154.211
28.1771,-193.636
11.2911,142.62
79.1122,-214.14
-73.4523,190.003
170.426,-279.929
-137.818,263.435
174.859,-349.085
-57.1462,316.478
-2.01643,-375.53
209.081,308.409
-332.25,-328.642
562.588,222.734
-659.268,-208.832
812.856,77.7835
-791.15,-51.2047
801.313,-78.0199
-632.973,88.0862
516.49,-187.939
-261.808,159.488
112.917,-216.822
115.914,147.687
-186.57,-171.781
299.818,81.2905
-238.943,-98.3768
228.445,15.2098
-73.201,-51.3709
13.1105,-5.73441
140.576,-57.335
-151.658,21.5767
221.716,-94.9744
-133.778,55.1205
111.069,-109.412
43.7408,37.9379
-93.7491,-53.3586
231.287,-57.0724
-224.043,72.9082
277.469,-199.953
-178.093,213.041
151.95,-316.502
-3.57424,287.39
-29.3466,-335.713
139.427,246.759
-95.5631,-239.889
105.067,109.164
43.3434,-80.4801
-121.451,-49.1067
322.808,54.9035
-408.237,-145.143
569.289,103.607
-574.103,-148.636
629.308,73.8336
-522.757,-105.139
481.407,39.9456
-309.942,-103.257
245.346,86.7627
-93.6723,-205.859
84.5975,240.377
-9.98801,-393.761
81.6574,436.067
-73.8572,-565.112
184.821,550.773
-182.104,-596.495
265.43,482.909
-211.509,-427.718
234.671,227.008
-128.264,-112.54
121.404,-109.373
-16.8903,202.418
45.6459,-362.316
-4.01662,361.188
109.453,-408.335
-140.675,292.464
297.234,-239.825
-343.762,53.7324
472.924,29.6085
-451.604,-203.111
483.878,233.484
-355.247,-322.646
292.02,250.831
-101.022,-235.742
24.4596,73.0987
123.973,6.62243
-106.118,-199.524
122.989,272.604
40.6173,-425.17
-156.628,432.3
414.174,-504.652
-565.153,429.871
788.716,-430.278
-838.995,302.449
909.474,-273.639
-778.3,140.877
668.381,-127.702
-387.404,24.2525
182.601,-45.4895
123.576,-27.0291
-281.222,-14.6497
477.575,-52.1441
-482.766,20.2498
510.537,-109.677
-359.026,107.739
266.402,-227.116
